file,window_idx,start_time,end_time,peak_count,pRR_3.25,RR_Mean,RR_Min,RR_Max,HR_Mean,HR_Min,HR_Max,HR_Std,SDNN,RMSSD,SDSD,NN20,pNN20,NN50,pNN50,NN100,pNN100,VLF,LF,HF,LFHF,SD1,SD2,SD1SD2,CSI,CVI,Area,is_af
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,0,0,10,43,17.073170731707318,232.21428571428572,225.0,243.0,258.4594484776745,246.91358024691357,266.6666666666667,4.492877999566137,4.099587809653458,6.058656375234589,6.133872369384811,0,0.0,0,0.0,0,0.0,,,,,4.337302747324796,3.934215141611838,1.1024569300874112,0.9070649135660225,2.436197825499648,53.607766779908395,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,1,10,20,47,20.0,212.52173913043478,50.0,240.0,348.8298044917801,250.0,1200.0,263.2442921077148,55.695098180653716,22.120880030716076,22.010282261991218,2,4.444444444444445,2,4.444444444444445,1,2.2222222222222223,,,,,15.563619843283972,74.0503241387268,0.21017625546279708,4.757911391075326,4.265757560735806,3620.657554763019,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,2,20,30,100,77.55102040816327,100.04040404040404,50.0,242.0,776.644026281381,247.93388429752065,1200.0,301.1313539407548,63.707385787808924,31.078242274252624,31.192708475957385,37,37.755102040816325,14,14.285714285714285,0,0.0,,,,,22.05657568692456,86.75534326786409,0.25423881522574476,3.9333097076938306,4.485954303705538,6011.518580129504,True
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,3,30,40,42,15.0,233.70731707317074,227.0,243.0,256.7846497503685,246.91358024691357,264.3171806167401,3.730059517807998,3.4223084492709335,5.029910535983717,5.09298159612437,0,0.0,0,0.0,0,0.0,,,,,3.6012818230778287,3.2510353380470614,1.107733828953445,0.9027439388980033,2.2725987818552156,36.781435253105776,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,4,40,50,43,24.390243902439025,236.21428571428572,230.0,243.0,254.0610126276325,246.91358024691357,260.8695652173913,3.7631781079161115,3.4958910674391293,5.911955641933989,5.984125341063719,0,0.0,0,0.0,0,0.0,,,,,4.231415608136417,2.5399250997214726,1.6659607830957033,0.6002542257578183,2.2354265761575176,33.764200161390335,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,5,50,60,42,45.0,237.46341463414635,231.0,250.0,252.76699870984808,240.0,259.7402597402597,4.963214155013811,4.733379136386656,7.957700672933106,8.05871880127038,0,0.0,0,0.0,0,0.0,,,,,5.698374712053811,3.6285460109865135,1.570429228346635,0.6367685865429358,2.5196036211365698,64.95812957122726,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,6,60,70,42,37.5,238.97560975609755,230.0,256.0,251.19903368226994,234.375,260.8695652173913,5.6931642527115285,5.484012239583573,9.034655499796326,9.14186621804968,1,2.5,0,0.0,0,0.0,,,,,6.464275595483145,4.10280548168114,1.5755744756474255,0.6346891343166029,2.6277207734612826,83.3202690190162,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,7,70,80,41,41.02564102564102,239.475,231.0,251.0,250.6482666852594,239.0438247011952,259.7402597402597,5.0570066919703285,4.867408619241522,8.264846780654334,8.372727399274629,0,0.0,0,0.0,0,0.0,,,,,5.920412321053496,3.6756117120133736,1.610728440575813,0.6208371161823615,2.54180156312415,68.36462771579683,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,8,80,90,42,32.5,241.2439024390244,231.0,259.0,248.8651184804191,231.66023166023166,259.7402597402597,6.188632802417776,6.163523699171108,9.789024466207039,9.909817716763875,3,7.5,0,0.0,0,0.0,,,,,7.007299307846325,5.218280245248309,1.3428369076626483,0.7446920726513299,2.7671980498484268,114.87563892239136,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,9,90,100,41,58.97435897435898,243.175,231.0,259.0,246.93459715311374,231.66023166023166,259.7402597402597,7.04579193303719,7.037946597388496,11.986103064243467,12.140540043614504,4,10.256410256410255,0,0.0,0,0.0,,,,,8.58465819210664,5.18249935794899,1.6564706716151096,0.6036931514307883,2.8523822475320944,139.76941182127118,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,10,100,110,41,30.76923076923077,245.1,230.0,294.0,245.12071355734406,204.08163265306123,260.8695652173913,8.54893410880269,9.529441558153154,10.745303088398133,10.784604411275007,1,2.564102564102564,0,0.0,0,0.0,,,,,7.625866911626909,7.869893434606642,0.9689923980537445,1.0319998402552335,2.9823780559164135,188.54192893759006,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,11,110,120,40,42.10526315789473,246.7948717948718,235.0,274.0,243.3237570210173,218.97810218978103,255.31914893617022,7.06794617469423,7.423928195473874,12.18389791573504,12.346036158190435,3,7.894736842105263,0,0.0,0,0.0,,,,,8.729965888230767,5.940823637405331,1.4694874685833295,0.6805093758057411,2.9189791892481187,162.93300947805938,False
134407-131592-3-TBX5H2B-full dose1E14-2w-a_Export.xls,12,120,130,146,75.69444444444444,68.28965517241379,50.0,252.0,926.4565010674928,238.0952380952381,1200.0,167.3257394641888,22.14532721007706,25.509665924028788,25.566220938362264,27,18.75,14,9.722222222222223,1,0.6944444444444444,,,,,18.078048194829453,20.57214301383835,0.878763490156024,1.1379626158825176,3.774551057310277,1168.371480175636,True
