file,window_idx,start_time,end_time,peak_count,pRR_3.25,RR_Mean,RR_Min,RR_Max,HR_Mean,HR_Min,HR_Max,HR_Std,SDNN,RMSSD,SDSD,NN20,pNN20,NN50,pNN50,NN100,pNN100,VLF,LF,HF,LFHF,SD1,SD2,SD1SD2,CSI,CVI,Area,is_af
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,0,0,10,66,100.0,147.4923076923077,71.0,242.0,554.8707312012282,247.93388429752065,845.0704225352113,286.47918801247107,77.46271745913543,153.64427259094302,154.8588707219249,64,100.0,64,100.0,64,100.0,,,,,109.50175761436398,3.4857988540352767,31.41367651997507,0.03183326852443165,3.785843395545639,1199.1493754190408,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,1,10,20,70,100.0,143.8985507246377,71.0,234.0,558.2933342912505,256.4102564102564,845.0704225352113,279.21737850797916,74.30009597957861,145.40521472969337,146.4724516913594,65,95.58823529411765,65,95.58823529411765,63,92.64705882352942,,,,,103.57166384797922,18.382698855393276,5.63419249059789,0.1774877236922166,4.483770208433077,5981.3621540177555,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,2,20,30,77,100.0,129.30263157894737,72.0,214.0,574.1460775942096,280.3738317757009,833.3333333333334,251.77879662473325,57.62407361206879,113.3633097611392,114.11145492081039,75,100.0,75,100.0,71,94.66666666666667,,,,,80.68898358556805,9.071467992091,8.894809931084705,0.11242511169410137,4.068611800019383,2299.5438209173367,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,3,30,40,80,100.0,125.53164556962025,73.0,186.0,578.612180281767,322.5806451612903,821.917808219178,241.54352173640115,52.99173506990428,105.26693785385896,105.94828437043688,78,100.0,78,100.0,75,96.15384615384616,,,,,74.91675033341663,2.0175718253871593,37.13213546637458,0.026930850796490314,3.3835279178765894,474.8514930981194,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,4,40,50,78,100.0,125.79220779220779,73.0,184.0,576.7780887003267,326.0869565217391,821.917808219178,240.1753303448199,52.96978723324459,105.22038275623417,105.91952837521545,76,100.0,76,100.0,74,97.36842105263158,,,,,74.89641677419579,1.7490598978639327,42.8209559121813,0.02335305176397357,3.3213857056261236,411.54335683376036,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,5,50,60,79,100.0,128.0,73.0,189.0,569.3950675094624,317.46031746031747,821.917808219178,240.8543398836106,54.206675201156145,107.62724272517333,108.32363189818966,77,100.0,77,100.0,77,100.0,,,,,76.5963746779653,2.8038824269908775,27.317969519916147,0.03660594171433388,3.536087996274096,674.7111486407001,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,6,60,70,78,100.0,126.84415584415585,68.0,197.0,575.0470062294446,304.56852791878174,882.3529411764706,241.26086052526844,54.45980288130071,106.82573117982982,107.52672128114799,75,98.68421052631578,73,96.05263157894737,73,96.05263157894737,,,,,76.03287377665558,12.521027927086383,6.072414678684313,0.16467913555216326,4.182761372469865,2990.826792556648,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,7,70,80,80,100.0,125.34177215189874,73.0,184.0,574.8738058000882,326.0869565217391,821.917808219178,235.36488218495342,51.90002373299921,103.08037690348296,103.74757077425207,78,100.0,78,100.0,63,80.76923076923077,,,,,73.3606108261049,2.4627088875738146,29.788584106007566,0.033569907063771005,3.460995999117517,567.5784388769399,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,8,80,90,81,100.0,123.5875,74.0,178.0,575.7180028175983,337.07865168539325,810.8108108108108,229.33012908392772,49.2559046772021,97.9154892648486,98.53387754647,79,100.0,79,100.0,12,15.18987341772152,,,,,69.67397298971383,1.5820110127717186,44.041395683866625,0.0227059107567366,3.246400060892495,346.28202691022653,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,9,90,100,81,100.0,123.5875,74.0,178.0,573.1732504377567,337.07865168539325,810.8108108108108,225.51289880232895,48.68958606457073,96.72183788602568,97.33219232990457,79,100.0,79,100.0,24,30.37974683544304,,,,,68.82425322422878,2.338832949373741,29.42675031265382,0.03398268546051411,3.4108606939754025,505.69724078229154,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,10,100,110,80,100.0,124.9113924050633,74.0,182.0,573.4206331956706,329.6703296703297,810.8108108108108,231.26681347624896,50.93162582889745,101.19009782303749,101.84505675002389,78,100.0,78,100.0,41,52.56410256410257,,,,,72.01533025827065,1.922490753156098,37.45938966938861,0.0266955764315933,3.3454091989335835,434.9497534206907,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,11,110,120,78,100.0,125.9090909090909,74.0,202.0,570.507041596801,297.029702970297,810.8108108108108,231.5056789402254,51.859420759695155,102.84998017040466,103.53337541373507,76,100.0,76,100.0,45,59.210526315789465,,,,,73.20915183418465,4.719751331540564,15.51123071780322,0.06446941691430305,3.7426044756755004,1085.5113423993419,True
134409-131592-5-TBX5H2B-1in2-5E13-2w-a-s_Export.xls,12,120,130,78,100.0,128.7012987012987,74.0,215.0,564.4766879607062,279.06976744186045,810.8108108108108,235.24924726443464,54.60674359142472,108.1925671150628,108.91146251275238,76,100.0,76,100.0,64,84.21052631578947,,,,,77.01203369171166,6.116988136301157,12.589861542265403,0.07942899106895668,3.8772162130085173,1479.9467967910518,True
