file,window_idx,start_time,end_time,peak_count,pRR_3.25,RR_Mean,RR_Min,RR_Max,HR_Mean,HR_Min,HR_Max,HR_Std,SDNN,RMSSD,SDSD,NN20,pNN20,NN50,pNN50,NN100,pNN100,VLF,LF,HF,LFHF,SD1,SD2,SD1SD2,CSI,CVI,Area,is_af
132282-3-1in4-a_Export.xls,0,0,10,116,89.47368421052632,86.01304347826087,50.0,159.5,770.7104980357892,376.1755485893417,1200.0,236.41723536894096,28.168155846875784,39.19172397420373,39.363256967233646,62,54.385964912280706,21,18.421052631578945,2,1.7543859649122806,,,,,27.834025931119516,28.58417868193285,0.9737563650451331,1.0269509251974447,4.1048217281735235,2499.491235384657,True
132282-3-1in4-a_Export.xls,1,10,20,114,81.25,87.8716814159292,51.0,186.0,738.9380909662193,322.5806451612903,1176.4705882352941,213.72567733873694,24.63716874469834,33.810626763531864,33.962561422045354,45,40.17857142857143,13,11.607142857142858,2,1.7857142857142856,,,,,24.015157487992905,25.41926565662114,0.9447620482984922,1.058467581123724,3.9897684216415623,1917.7779091046398,True
132282-3-1in4-a_Export.xls,2,20,30,117,86.08695652173914,85.30603448275862,51.0,168.5,774.1385918498715,356.08308605341244,1176.4705882352941,235.71742113937268,27.184856042491276,39.139660748124285,39.30360710743003,63,54.78260869565217,26,22.608695652173914,0,0.0,,,,,27.791847110755562,26.146306216302797,1.062935883976863,0.9407905171651605,4.065447737790267,2282.8513232382556,True
132282-3-1in4-a_Export.xls,3,30,40,106,93.26923076923077,93.91428571428571,50.0,266.5,733.5910043560935,225.140712945591,1200.0,262.77861054073253,38.47010934721675,55.82904451572193,56.099399465820404,65,62.5,37,35.57692307692308,6,5.769230769230769,,,,,39.66826578277459,37.204719805209756,1.066215952988305,0.9378963025241553,4.373161235202704,4636.509193291506,True
132282-3-1in4-a_Export.xls,4,40,50,101,89.8989898989899,99.285,50.0,236.5,686.3503495133928,253.6997885835095,1200.0,247.73929625419512,36.96027453820377,48.90224220758485,49.148274916130056,50,50.505050505050505,24,24.242424242424242,6,6.0606060606060606,,,,,34.753078476816256,38.947364633760124,0.8923088584713071,1.120688190536613,4.335591340251926,4252.273895133484,True
132282-3-1in4-a_Export.xls,5,50,60,100,86.73469387755102,99.85353535353535,50.5,226.5,671.3728343400675,264.9006622516556,1188.118811881188,222.39285949700505,35.721017403099154,45.02553130600188,45.25556186199174,53,54.08163265306123,21,21.428571428571427,5,5.1020408163265305,,,,,32.000514679021656,39.27381413686124,0.8148053705073407,1.2272869524379146,4.3033800264853905,3948.297933360876,True
132282-3-1in4-a_Export.xls,6,60,70,103,83.16831683168317,97.67647058823529,50.5,209.0,666.9422463357627,287.08133971291863,1188.118811881188,207.7502630989284,27.36421445911563,34.94737911390056,35.119014059549734,53,52.475247524752476,16,15.841584158415841,2,1.9801980198019802,,,,,24.832892990093317,29.759696813903286,0.8344471096389584,1.1983983028387164,4.072775802118773,2321.6978123342824,True
132282-3-1in4-a_Export.xls,7,70,80,107,88.57142857142857,92.89622641509433,50.0,194.0,725.4385392816835,309.2783505154639,1200.0,248.3438512727935,31.913328830647075,39.9668612728095,40.15839916891016,53,50.476190476190474,25,23.809523809523807,3,2.857142857142857,,,,,28.396276373932583,35.245491424449106,0.8056711717242405,1.2412011687843698,4.204484947331072,3144.2338389887354,True
132282-3-1in4-a_Export.xls,8,80,90,108,88.67924528301887,93.07009345794393,50.0,204.5,723.1930205804065,293.39853300733495,1200.0,238.9184377140576,33.500665200248,46.12396135763661,46.334693949913664,57,53.77358490566038,23,21.69811320754717,6,5.660377358490567,,,,,32.76357629618724,33.90768213041585,0.9662582116398241,1.0349200534119272,4.24980938677196,3490.1112994815826,True
132282-3-1in4-a_Export.xls,9,90,100,108,99.05660377358491,92.71495327102804,50.0,159.0,720.4108559585832,377.35849056603774,1200.0,240.0127683868263,30.19130139544544,39.51047747355984,39.694564151538344,75,70.75471698113208,24,22.641509433962266,1,0.9433962264150944,,,,,28.068295487797194,32.155649820270796,0.87288845489613,1.1456217508558935,4.159593313039226,2835.4578978937607,True
