file,window_idx,start_time,end_time,peak_count,pRR_3.25,rr_mean_ms,is_af
132384-3-1in10-s-a_Export.xls,0,0,10,60,53.44827586206896,166.8915254237288,False
132384-3-1in10-s-a_Export.xls,1,10,20,66,60.9375,152.87384615384613,False
132384-3-1in10-s-a_Export.xls,2,20,30,62,53.333333333333336,161.89508196721312,False
132384-3-1in10-s-a_Export.xls,3,30,40,61,55.932203389830505,162.00333333333333,False
132384-3-1in10-s-a_Export.xls,4,40,50,63,67.21311475409836,159.3516129032258,False
132384-3-1in10-s-a_Export.xls,5,50,60,64,43.54838709677419,151.55555555555554,False
132384-3-1in10-s-a_Export.xls,6,60,70,59,36.84210526315789,167.60689655172413,False
132384-3-1in10-s-a_Export.xls,7,70,80,61,59.32203389830508,162.56333333333333,False
132384-3-1in10-s-a_Export.xls,8,80,90,64,74.19354838709677,158.20634920634922,False
132384-3-1in10-s-a_Export.xls,9,90,100,64,82.25806451612904,155.7714285714286,True
132384-3-1in10-s-a_Export.xls,10,100,110,64,66.12903225806451,155.1174603174603,False
132384-3-1in10-s-a_Export.xls,11,110,120,60,62.06896551724138,168.0813559322034,False
132384-3-1in10-s-a_Export.xls,12,120,130,60,67.24137931034483,164.42033898305087,False
132384-3-1in10-s-a_Export.xls,13,130,140,59,66.66666666666666,171.30344827586208,False
132384-3-1in10-s-a_Export.xls,14,140,150,61,86.4406779661017,163.39000000000001,True
132384-3-1in10-s-a_Export.xls,15,150,160,60,46.55172413793103,167.0677966101695,False
132384-3-1in10-s-a_Export.xls,16,160,170,61,77.96610169491525,161.80666666666664,True
132384-3-1in10-s-a_Export.xls,17,170,180,66,68.75,151.9046153846154,False
132384-3-1in10-s-a_Export.xls,18,180,190,63,65.57377049180327,159.5193548387097,False
132384-3-1in10-s-a_Export.xls,19,190,200,67,78.46153846153847,147.9363636363636,True
